FECHACORTE;CERTIFICADO_VERIFICACION_GASTOS;TIPO_DOCUMENTO_SOLICITANTE;NUMERODOCUMENTO_SOLICITANTE;NOMBRES_SOLICITANTE;NUMEROPROYECTOEDITORIAL;MONTO_IGV;PERIODO;FECHA_INICIO_TRAMITE;FECHA_FIN_TRAMITE
20230822;1.5012E+12;RUC;B0EEA4EFF6A70F9A7EBA;PESOPLUMA S.A.C.;3.15012E+13;427.12;May-22;20221108;20221202
20230822;1.5012E+12;RUC;B0EEA4EFF6A70F9A7EBA;PESOPLUMA S.A.C.;3.15012E+13;1388.14;Feb-21;20221108;20221123
20230822;1.5012E+12;RUC;B0EEA4EFF6A70F9A7EBA;PESOPLUMA S.A.C.;3.15012E+13;579.66;Ago-21;20221108;20221116
20230822;1.5012E+12;RUC;B0EEA4EFF6A70F9A7EBA;PESOPLUMA S.A.C.;3.15012E+13;1891.53;Ene-21;20221108;20221116
20230822;1.20101E+12;RUC;E299501A1F7A22F56356;EDITORIAL LEE PERU S.A.C.;3.1201E+13;15359.49;Feb-22;20221024;20221101
20230822;1.50131E+12;RUC;D9275ECE28E458D25CEA;MONIMO S.A.C.;3.15013E+13;1373.04;May-22;20221010;20221101
20230822;1.50131E+12;RUC;D9275ECE28E458D25CEA;MONIMO S.A.C.;3.15013E+13;2481.48;Abr-22;20221010;20221101
20230822;1.50112E+12;RUC;193C4EB15E6FC52ADBDC;EDITORIAL AGÜERO E.I.R.L.;3.15011E+13;2107.53;Ene-22;20221003;20221028
20230822;1.50112E+12;RUC;193C4EB15E6FC52ADBDC;EDITORIAL AGÜERO E.I.R.L.;3.15011E+13;971.39;Dic-21;20221003;20221028
20230822;1.50112E+12;RUC;193C4EB15E6FC52ADBDC;EDITORIAL AGÜERO E.I.R.L.;3.15011E+13;1393.39;Nov-21;20221003;20221028
20230822;1.20107E+12;RUC;24F5589972FF987E903F;EDITORIAL ALBUM DE ORO S.A.C.;3.12011E+13;19117.83;Nov-21;20220926;20221014
20230822;1.20107E+12;RUC;7E6D50F44BCE8BE338F2;APOLO EDITORES CORPORATIVOS S.A.C.;3.12011E+13;18360;Feb-20;20220926;20221014
20230822;1.50125E+12;RUC;D2B7F2AC06E506B049DC;GRUPO PAKARINA SAC;3.15013E+13;1441.53;Abr-22;20220831;20220928
20230822;1.50104E+12;RUC;719BEFD88E7B6B7D05F6;TALLARINES VERDES E.I.R.L.;3.1501E+13;1128.81;May-22;20220829;20220928
20230822;1.50132E+12;RUC;6C803678B8206CEB50FB;EDITORIAL TODOS LIBROS E.I.R.L.;3.15013E+13;15594.41;Jun-22;20220908;20220914
20230822;1.50132E+12;RUC;6C803678B8206CEB50FB;EDITORIAL TODOS LIBROS E.I.R.L.;3.15013E+13;10715.57;Jun-22;20220908;20220914
20230822;1.50132E+12;RUC;6C803678B8206CEB50FB;EDITORIAL TODOS LIBROS E.I.R.L.;3.15013E+13;16240.27;Jun-22;20220908;20220914
20230822;1.50132E+12;RUC;6C803678B8206CEB50FB;EDITORIAL TODO LIBROS E.I.R.L.;3.15013E+13;15473.59;Jun-22;20220908;20220914
20230822;1.50132E+12;RUC;6C803678B8206CEB50FB;EDITORIAL TODOS LIBROS E.I.R.L.;3.15013E+13;17713.98;Jun-22;20220908;20220914
20230822;1.50104E+12;RUC;99B629D0AF401E221D86;EDICIONES PICHONCITO S.A.C.;3.1501E+13;7668;Set-21;20220822;20220914
20230822;1.50125E+12;RUC;D2B7F2AC06E506B049DC;GRUPO PAKARINA S.A.C.;3.15013E+13;1430.85;Mar-22;20220810;20220831
20230822;1.50104E+12;RUC;99B629D0AF401E221D86;EDICIONES PICHONCITO S.A.C.;3.1501E+13;10782;Nov-21;20220725;20220826
20230822;1.50104E+12;RUC;99B629D0AF401E221D86;EDICIONES PICHONCITO S.A.C.;3.1501E+13;4492.8;Nov-21;20220725;20220826
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;2683.22;Mar-20;20220720;20220811
20230822;1.50135E+12;RUC;37B34ADE14D2D992866C;JUGAR Y APRENDER S.A.C.;3.15014E+13;25217.41;Oct-21;20220722;20220811
20230822;1.50135E+12;RUC;37B34ADE14D2D992866C;JUGAR Y APRENDER S.A.C.;3.15014E+13;4656.3;Dic-20;20220722;20220811
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;3776.95;Set-20;20220721;20220811
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;1654.92;Mar-20;20220720;20220811
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;3584.74;Ago-20;20220720;20220811
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;2683.22;Feb-20;20220720;20220811
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;2694.42;Ene-20;20220719;20220811
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;1654.92;Ene-20;20220719;20220811
20230822;1.5014E+12;RUC;02DB82D78120DE972501;MP EDITORES S.A.C.;3.15014E+13;122451.09;Mar-22;20220712;20220808
20230822;1.5014E+12;RUC;02DB82D78120DE972501;MP EDITORES S.A.C.;3.15014E+13;110747.73;Mar-22;20220712;20220808
20230822;7.01012E+11;RUC;81F999FAF0FBE17258D3;LOMA TIKA E.I.R.L.;3.0701E+13;50614.55;Set-20;20220722;20220808
20230822;7.01012E+11;RUC;81F999FAF0FBE17258D3;LOMA TIKA E.I.R.L.;3.0701E+13;23854.79;Dic-20;20220722;20220808
20230822;1.50101E+12;RUC;2AB0DE2D21E61A6E8FB6;IDEAS SOLUCIÓN EDITORIAL S.A.C.;3.1501E+13;11135.59;Ago-21;20220628;20220725
20230822;1.5012E+12;RUC;B0EEA4EFF6A70F9A7EBA;PESOPLUMA S.A.C.;3.15012E+13;1655.08;Jul-21;20220627;20220722
20230822;1.5012E+12;RUC;B0EEA4EFF6A70F9A7EBA;PESOPLUMA S.A.C.;3.15012E+13;2349.15;Nov-20;20220627;20220721
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;2815.93;Dic-19;20220713;20220720
20230822;1.50122E+12;RUC;CB3D90047EC6031B475B;GPO PRODUCCIONES S.A.C.;3.15012E+13;29069.82;May-22;20220614;20220718
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;1654.92;Nov-19;20220622;20220718
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;2815.93;Nov-19;20220622;20220718
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;2815.93;Oct-19;20220622;20220714
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;4097.29;Oct-19;20220617;20220714
20230822;1.50122E+12;RUC;719BEFD88E7B6B7D05F6;TALLARINES VERDES E.I.R.L;3.15012E+13;2598.7;Ene-22;20220518;20220615
20230822;1.50131E+12;RUC;D9275ECE28E458D25CEA;MONIMO S.A.C.;3.15013E+13;2852.55;Dic-21;20220303;20220328
20230822;1.50131E+12;RUC;D9275ECE28E458D25CEA;MONIMO S.A.C.;3.15013E+13;2852.55;Nov-21;20220303;20220328
20230822;1.50131E+12;RUC;D9275ECE28E458D25CEA;MONIMO S.A.C.;3.15013E+13;1588.32;Dic-21;20220303;20220322
20230822;1.50131E+12;RUC;D9275ECE28E458D25CEA;MONIMO S.A.C.;3.15013E+13;1588.32;Nov-21;20220303;20220322
20230822;1.50122E+12;RUC;567F12F58D0A3DF497C6;G Y J PRODUCCIONES EDITORIALES S.A.C.;3.15012E+13;21173.76;Dic-21;20220106;20220131
20230822;1.50131E+12;RUC;D9275ECE28E458D25CEA;MONIMO S.A.C.;3.15013E+13;5028.53;Jul-21;20211227;20220125
20230822;1.20107E+12;RUC;24F5589972FF987E903F;EDITORIAL ALBUM DE ORO S.A.C.;3.12011E+13;35890.17;Feb-20;20211216;20220113
20230822;1.20101E+12;RUC;24F5589972FF987E903F;EDITORIAL ALBUM DE ORO S.A.C.;3.1201E+13;9305.07;Abr-21;20211217;20220113
20230822;1.50117E+12;RUC;12E9B439C90266F9BCCA;EDITORIAL GL S.A.C.;3.15012E+13;17114.4;Ago-21;20211202;20211230
20230822;1.50117E+12;RUC;12E9B439C90266F9BCCA;EDITORIAL GL S.A.C.;3.15012E+13;18986.4;Ago-21;20211207;20211229
20230822;1.20107E+12;RUC;7E6D50F44BCE8BE338F2;APOLO EDITORES CORPORATIVOS S.A.C.;3.12011E+13;28825.68;Set-20;20211217;20211229
20230822;1.50133E+12;RUC;D3DC5B31691BD2A367DC;IMAGO REPRESENTACIONES S.A.C.;3.15013E+13;4576.27;Nov-20;20211029;20211210
20230822;1.50133E+12;RUC;D3DC5B31691BD2A367DC;IMAGO REPRESENTACIONES S.A.C.;3.15013E+13;4007.97;Ene-21;20211029;20211210
20230822;1.50105E+12;RUC;30BE7D921E28CA40D641;ASOCIACION CIVIL TVP (TELEVISION PASTORAL) CENTRO DE COMUNICACION DE LA CONGREGACION SALESIANA;3.15011E+13;19710;Jul-21;20211006;20211022
20230822;1.50101E+12;RUC;3EE7BBC85EEABABF1DEB;EDITORIAL INGENIO & YHO S.A.C.;3.1501E+13;22621.5;Feb-20;20210928;20211001
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;2815.93;Jul-19;20210902;20210930
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;2815.93;Ago-19;20210902;20210930
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;1655.85;Ago-19;20210902;20210930
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;2815.93;Set-19;20210902;20210930
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;1654.92;Set-19;20210902;20210930
20230822;1.50105E+12;RUC;F1FBD423F239AEE2137C;ORGANIZACION CULTURAL INNOVA S.A.C.;3.15011E+13;56745.76;Jul-21;20210824;20210922
20230822;1.50101E+12;RUC;9F24E330D30AD3F55155;NUEVA DISTRIBUIDORA CASABLANCA EIRL;3.1501E+13;98847.54;Nov-20;20210825;20210922
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;1654.92;Jul-19;20210902;20210922
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;1655.85;Jul-19;20210902;20210917
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;2815.93;Jun-19;20210624;20210910
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;1867.8;May-19;20210623;20210721
20230822;1.5014E+12;RUC;58203517F1D1173E02D3;ASOCIACIÓN CARIDAD Y VERDAD;3.15014E+13;2815.93;May-19;20210623;20210721
20230822;1.50105E+12;RUC;F1FBD423F239AEE2137C;ORGANIZACIÓN CULTURAL INNOVA S.A.C.;3.15011E+13;13728.73;Dic-20;20210521;20210701
20230822;1.50105E+12;RUC;F1FBD423F239AEE2137C;ORGANIZACIÓN CULTURAL INNOVA S.A.C.;3.15011E+13;15254.24;Dic-19;20210521;20210701
20230822;1.5014E+12;RUC;9E22807D4B4A0708182F;EDICIONES ICG S.A.C.;3.15014E+13;5716.98;Ene-20;20201218;20210601
20230822;1.5014E+12;RUC;9E22807D4B4A0708182F;EDICIONES ICG S.A.C.;3.15014E+13;24319.44;Abr-20;20201218;20210601
20230822;1.5014E+12;RUC;9E22807D4B4A0708182F;EDICIONES ICG S.A.C.;3.15014E+13;5972.4;Ago-20;20201218;20210601
20230822;1.50105E+12;RUC;DCD0BA3306378937C830;EDICIONES EL NOCEDAL S.A.C.;3.15011E+13;23281.3;Set-20;20210210;20210422
20230822;1.5014E+12;RUC;3D341AFF62F8F6132A74;PILARES EDITORIAL S.A.C.;3.15014E+13;82908;Feb-20;20210218;20210301
20230822;1.5014E+12;RUC;3D341AFF62F8F6132A74;PILARES EDITORIAL S.A.C.;3.15014E+13;12600;Mar-20;20210218;20210301
20230822;1.5014E+12;RUC;3D341AFF62F8F6132A74;PILARES EDITORIAL S.A.C.;3.15014E+13;30492;Dic-19;20210218;20210301
20230822;1.5014E+12;RUC;3D341AFF62F8F6132A74;PILARES EDITORIAL S.A.C.;3.15014E+13;76608;Mar-20;20210211;20210217
20230822;1.5014E+12;RUC;3D341AFF62F8F6132A74;PILARES EDITORIAL S.A.C.;3.15014E+13;30492;Dic-19;20210211;20210217
20230822;1.5014E+12;RUC;3D341AFF62F8F6132A74;PILARES EDITORIAL S.A.C.;3.15014E+13;76608;Mar-20;20210211;20210217
20230822;1.5014E+12;RUC;3D341AFF62F8F6132A74;PILARES EDITORIAL S.A.C.;3.15014E+13;30492;Dic-19;20210211;20210217
20230822;1.50101E+12;RUC;2AB0DE2D21E61A6E8FB6;IDEAS SOLUCIÓN EDITORIAL S.A.C.;3.1501E+13;13856.27;Oct-19;20200228;20210217
20230822;1.50117E+12;RUC;5F4C59F5A339CDD44A51;EDITORIAL GRANDES LIBROS S.A.C.;3.15012E+13;53838.72;Abr-20;20210120;20210208
20230822;1.50117E+12;RUC;5F4C59F5A339CDD44A51;EDITORIAL GRANDES LIBROS S.A.C.;3.15012E+13;77532.13;Ago-20;20210120;20210208
20230822;1.50128E+12;RUC;4343DD42010685BB8482;EDITORIAL BECA S.A.C.;3.15013E+13;37353.47;Jun-20;20201201;20210203
20230822;1.50128E+12;RUC;4343DD42010685BB8482;EDITORIAL BECA S.A.C.;3.15013E+13;6318;Jul-20;20201201;20210203
20230822;1.50128E+12;RUC;4343DD42010685BB8482;EDITORIAL BECA S.A.C.;3.15013E+13;40737.35;Dic-20;20201201;20210203
20230822;1.50128E+12;RUC;4343DD42010685BB8482;EDITORIAL BECA S.A.C.;3.15013E+13;36328.5;Set-20;20201201;20210203
20230822;1.50128E+12;RUC;4343DD42010685BB8482;EDITORIAL BECA S.A.C.;3.15013E+13;41403.03;Oct-20;20201201;20210203
20230822;1.50117E+12;RUC;5F4C59F5A339CDD44A51;EDITORIAL GRANDES LIBROS S.A.C.;3.15012E+13;103122.4;Ago-20;20210122;20210203
20230822;1.50104E+12;RUC;99B629D0AF401E221D86;EDICIONES PICHONCITO S.A.C.;3.1501E+13;2672.64;Ago-20;20201217;20210114
20230822;1.50104E+12;RUC;99B629D0AF401E221D86;EDICIONES PICHONCITO S.A.C.;3.1501E+13;983.78;Dic-19;20201217;20210114
20230822;1.50104E+12;RUC;99B629D0AF401E221D86;EDICIONES PICHONCITO S.A.C.;3.1501E+13;2276.78;Nov-19;20201217;20210114
20230822;1.50104E+12;RUC;99B629D0AF401E221D86;EDICIONES PICHONCITO S.A.C.;3.1501E+13;1851.78;Nov-19;20201217;20210114
20230822;1.50104E+12;RUC;99B629D0AF401E221D86;EDICIONES PICHONCITO S.A.C.;3.1501E+13;968.07;Dic-19;20201217;20210114
20230822;1.50104E+12;RUC;99B629D0AF401E221D86;EDICIONES PICHONCITO S.A.C.;3.1501E+13;1336.32;Ago-20;20201217;20210114
20230822;1.50104E+12;RUC;99B629D0AF401E221D86;EDICIONES PICHONCITO S.A.C.;3.1501E+13;995.72;Abr-20;20201217;20210114
20230822;1.50104E+12;RUC;99B629D0AF401E221D86;EDICIONES PICHONCITO S.A.C.;3.1501E+13;1336.32;Ago-20;20201217;20210114
20230822;1.50104E+12;RUC;99B629D0AF401E221D86;EDICIONES PICHONCITO S.A.C.;3.1501E+13;2379.48;Ago-20;20201217;20210114
20230822;1.50123E+12;RUC;C685A9A9B274DBCE8DBB;GRUPO EDUCATIVO PILARES S.A.C.;3.15012E+13;11193.76;May-20;20201217;20210113
20230822;1.50123E+12;RUC;C685A9A9B274DBCE8DBB;GRUPO EDUCATIVO PILARES S.A.C.;3.15012E+13;33028.83;Jul-20;20201217;20210113
20230822;1.50123E+12;RUC;C685A9A9B274DBCE8DBB;GRUPO EDUCATIVO PILARES S.A.C.;3.15012E+13;45316.5;Mar-20;20201217;20210113
20230822;1.50123E+12;RUC;C685A9A9B274DBCE8DBB;GRUPO EDUCATIVO PILARES S.A.C.;3.15012E+13;45639.41;Jul-20;20201216;20210107
20230822;1.50123E+12;RUC;C685A9A9B274DBCE8DBB;GRUPO EDUCATIVO PILARES S.A.C.;3.15012E+13;51798.32;Mar-20;20201216;20210107
20230822;1.50123E+12;RUC;C685A9A9B274DBCE8DBB;GRUPO EDUCATIVO PILARES S.A.C.;3.15012E+13;3359.48;Ago-20;20201216;20210107
20230822;1.5013E+12;RUC;D709105E185E88DE8F70;EDITORA DISTRIBUIDORA DIMARCLASS S.A.C. - DIMARCLASS S.A.C.;3.15013E+13;3966.1;Feb-20;20201219;20210107
20230822;1.5013E+12;RUC;D709105E185E88DE8F70;EDITORA DISTRIBUIDORA DIMARCLASS S.A.C. - DIMARCLASS S.A.C.;3.15013E+13;83898.31;Jul-20;20201219;20210107
20230822;1.50117E+12;RUC;12E9B439C90266F9BCCA;EDITORIAL GL S.A.C.;3.15012E+13;36317.09;Dic-19;20201203;20210106
20230822;1.50117E+12;RUC;12E9B439C90266F9BCCA;EDITORIAL GL S.A.C.;3.15012E+13;24469.57;Feb-20;20201203;20210106
20230822;1.50117E+12;RUC;12E9B439C90266F9BCCA;EDITORIAL GL S.A.C.;3.15012E+13;9416.26;Jul-20;20201203;20210106
20230822;1.50117E+12;RUC;12E9B439C90266F9BCCA;EDITORIAL GL S.A.C.;3.15012E+13;36379.37;Dic-19;20201204;20210106
20230822;1.50117E+12;RUC;12E9B439C90266F9BCCA;EDITORIAL GL S.A.C.;3.15012E+13;34995.31;Ago-20;20201204;20210106
20230822;1.5014E+12;RUC;0D6DA2562E272E101E4F;EDITORIAL LIBRU S.A.C.;3.15014E+13;2304;Oct-19;20201126;20201221
20230822;1.5014E+12;RUC;0D6DA2562E272E101E4F;EDITORIAL LIBRU S.A.C.;3.15014E+13;3163.14;Oct-19;20201126;20201221
20230822;1.5012E+12;RUC;F1FC7C499D658E1F2F7B;EDITORIAL PLANETA PERÚ SA;3.15012E+13;4644;Feb-19;20200718;20201214
20230822;1.5012E+12;RUC;F1FC7C499D658E1F2F7B;EDITORIAL PLANETA PERÚ S.A.;3.15012E+13;5056.03;Feb-19;20200720;20201214
20230822;1.5012E+12;RUC;F1FC7C499D658E1F2F7B;EDITORIAL PLANETA PERÚ S.A.;3.15012E+13;18292.51;Mar-19;20200720;20201214
20230822;1.5012E+12;RUC;F1FC7C499D658E1F2F7B;EDITORIAL PLANETA PERÚ S.A.;3.15012E+13;13146.98;Mar-19;20200720;20201214
20230822;1.5012E+12;RUC;F1FC7C499D658E1F2F7B;EDITORIAL PLANETA PERÚ S.A..;3.15012E+13;14914.8;Mar-19;20200720;20201214
20230822;1.5012E+12;RUC;F1FC7C499D658E1F2F7B;EDITORIAL PLANETA PERÚ S.A..;3.15012E+13;3231.72;Abr-19;20200720;20201214
20230822;1.5012E+12;RUC;F1FC7C499D658E1F2F7B;EDITORIAL PLANETA PERÚ S.A.;3.15012E+13;4392;Mar-19;20200720;20201214
20230822;1.5012E+12;RUC;F1FC7C499D658E1F2F7B;EDITORIAL PLANETA PERÚ S.A.;3.15012E+13;31966.35;Abr-19;20200720;20201214
20230822;1.5012E+12;RUC;F1FC7C499D658E1F2F7B;EDITORIAL PLANETA PERÚ S.A.;3.15012E+13;16991.78;May-19;20200720;20201214
20230822;1.5012E+12;RUC;F1FC7C499D658E1F2F7B;EDITORIAL PLANETA PERÚ S.A.;3.15012E+13;1650.51;Abr-19;20200720;20201214
20230822;1.5012E+12;RUC;F1FC7C499D658E1F2F7B;EDITORIAL PLANETA PERÚ S.A.;3.15012E+13;1578.73;Abr-19;20200720;20201214
20230822;1.50128E+12;RUC;4343DD42010685BB8482;EDITORIAL BECA S.A.C.;3.15013E+13;31586.21;Nov-19;20201201;20201214
20230822;1.50128E+12;RUC;4343DD42010685BB8482;EDITORIAL BECA S.A.C.;3.15013E+13;83213.52;Feb-20;20201201;20201214
20230822;1.50128E+12;RUC;4343DD42010685BB8482;EDITORIAL BECA S.A.C.;3.15013E+13;17911.6;Jun-20;20201201;20201214
20230822;1.50128E+12;RUC;4343DD42010685BB8482;EDITORIAL BECA S.A.C.;3.15013E+13;91626.1;Oct-20;20201201;20201214
20230822;1.50128E+12;RUC;4343DD42010685BB8482;EDITORIAL BECA S.A.C.;3.15013E+13;15410.98;Jun-20;20201201;20201214
20230822;1.50128E+12;RUC;4343DD42010685BB8482;EDITORIAL BECA S.A.C.;3.15013E+13;10273.98;Set-20;20201201;20201214
20230822;1.5012E+12;RUC;F1FC7C499D658E1F2F7B;EDITORIAL PLANETA PERÚ SA;3.15012E+13;4393.8;Mar-19;20200718;20201208
20230822;1.5012E+12;RUC;F1FC7C499D658E1F2F7B;EDITORIAL PLANETA PERÚ SA;3.15012E+13;10395.34;Abr-19;20200718;20201208
20230822;1.5012E+12;RUC;F1FC7C499D658E1F2F7B;EDITORIAL PLANETA PERÚ SA;3.15012E+13;37072.96;Mar-19;20200718;20201208
20230822;1.5012E+12;RUC;F1FC7C499D658E1F2F7B;EDITORIAL PLANETA PERÚ SA;3.15012E+13;6936.37;Abr-19;20200718;20201208
20230822;1.5012E+12;RUC;F1FC7C499D658E1F2F7B;EDITORIAL PLANETA PERÚ SA;3.15012E+13;6360.86;May-19;20200718;20201208
20230822;1.5012E+12;RUC;F1FC7C499D658E1F2F7B;EDITORIAL PLANETA PERÚ SA;3.15012E+13;5184;Jun-19;20200718;20201208
20230822;1.5012E+12;RUC;F1FC7C499D658E1F2F7B;EDITORIAL PLANETA PERÚ SA;3.15012E+13;1841.4;Jun-19;20200718;20201208
20230822;1.50122E+12;RUC;B6600774596B304A0D0F;PENGUIN RANDOM HOUSE GRUPO EDITORIAL S.A.;3.15012E+13;29974.5;Oct-19;20200618;20201204
20230822;1.50122E+12;RUC;B6600774596B304A0D0F;PENGUIN RANDOM HOUSE GRUPO EDITORIAL S.A.;3.15012E+13;47232;Nov-19;20200618;20201204
20230822;1.50128E+12;RUC;4343DD42010685BB8482;EDITORIAL BECA SOCIEDAD ANONIMA CERRADA - EDITORIAL BECA S.A.C.;3.15013E+13;49357.4;Feb-20;20201201;20201204
20230822;1.50128E+12;RUC;4343DD42010685BB8482;EDITORIAL BECA SOCIEDAD ANONIMA CERRADA - EDITORIAL BECA S.A.C.;3.15013E+13;33213.88;Jun-20;20201201;20201204
20230822;1.50128E+12;RUC;4343DD42010685BB8482;EDITORIAL BECA SOCIEDAD ANONIMA CERRADA - EDITORIAL BECA S.A.C.;3.15013E+13;50677.12;Set-20;20201201;20201204
20230822;1.50128E+12;RUC;4343DD42010685BB8482;EDITORIAL BECA S.A.C.;3.15013E+13;22624.38;Nov-19;20201130;20201203
20230822;1.50128E+12;RUC;4343DD42010685BB8482;EDITORIAL BECA S.A.C.;3.15013E+13;4635.72;Dic-19;20201130;20201203
20230822;1.50122E+12;RUC;B6600774596B304A0D0F;PENGUIN RANDOM HOUSE GRUPO EDITORIAL S.A.;3.15012E+13;14193.36;Abr-19;20200221;20201127
20230822;1.50122E+12;RUC;B6600774596B304A0D0F;PENGUIN RANDOM HOUSE GRUPO EDITORIAL S.A.;3.15012E+13;12052.53;May-19;20200221;20201127
20230822;1.50122E+12;RUC;B6600774596B304A0D0F;PENGUIN RANDOM HOUSE GRUPO EDITORIAL S.A.;3.15012E+13;49442.04;Jun-19;20200221;20201127
20230822;1.50122E+12;RUC;B6600774596B304A0D0F;PENGUIN RANDOM HOUSE GRUPO EDITORIAL S.A.;3.15012E+13;28842.48;Jul-19;20200221;20201127
20230822;1.50122E+12;RUC;B6600774596B304A0D0F;PENGUIN RANDOM HOUSE GRUPO EDITORIAL S.A.;3.15012E+13;2075.87;Ago-19;20200225;20201124
20230822;1.50122E+12;RUC;B6600774596B304A0D0F;PENGUIN RANDOM HOUSE GRUPO EDITORIAL S.A.;3.15012E+13;25055.09;Set-19;20200225;20201124
20230822;1.50122E+12;RUC;B6600774596B304A0D0F;PENGUIN RANDOM HOUSE GRUPO EDITORIAL S.A.;3.15012E+13;56832.12;Jul-19;20200225;20201124
20230822;1.50122E+12;RUC;B6600774596B304A0D0F;PENGUIN RANDOM HOUSE GRUPO EDITORIAL S. A.;3.15012E+13;9101.88;Ago-19;20200306;20201120
20230822;1.50122E+12;RUC;B6600774596B304A0D0F;PENGUIN RANDOM HOUSE GRUPO EDITORIAL S. A.;3.15012E+13;4068.54;Set-19;20200306;20201120
20230822;1.50122E+12;RUC;B6600774596B304A0D0F;PENGUIN RANDOM HOUSE GRUPO EDITORIAL S. A.;3.15012E+13;3195.81;Oct-19;20200306;20201120
20230822;1.50122E+12;RUC;B6600774596B304A0D0F;PENGUIN RANDOM HOUSE GRUPO EDITORIAL S.A.;3.15012E+13;22765.7;Ene-19;20200127;20201119
20230822;1.50122E+12;RUC;B6600774596B304A0D0F;PENGUIN RANDOM HOUSE GRUPO EDITORIAL S.A.;3.15012E+13;52105.52;Feb-19;20200127;20201119
20230822;1.50122E+12;RUC;B6600774596B304A0D0F;PENGUIN RANDOM HOUSE GRUPO EDITORIAL S.A.;3.15012E+13;22969.71;Mar-19;20200127;20201119
20230822;1.50112E+12;RUC;193C4EB15E6FC52ADBDC;EDITORIAL AGÜERO E.I.R.L.;3.15011E+13;4399.84;Jun-20;20201003;20201117
20230822;1.5014E+12;RUC;51C600A68266563EBD22;EDITORIAL POP FICTION E.I.R.L.;3.15014E+13;13957.63;Ene-20;20200902;20201110
20230822;1.5014E+12;RUC;51C600A68266563EBD22;EDITORIAL POP FICTION E.I.R.L.;3.15014E+13;2883.05;Ago-20;20200902;20201110
20230822;1.20101E+12;RUC;E299501A1F7A22F56356;EDITORIAL LEE PERU S.A.C.;3.1201E+13;20324.17;Mar-20;20201013;20201110
20230822;1.5014E+12;RUC;DF028EE9E556DB22EEBB;ASANMA EDITORES S.A.C.;3.15014E+13;68239.8;Set-20;20201013;20201110
20230822;1.20101E+12;RUC;E299501A1F7A22F56356;EDITORIAL LEE PERÚ S.A.C.;3.1201E+13;8420.32;Abr-20;20201007;20201030
20230822;1.50103E+12;RUC;2DE71355899327608851;ANGELES DE APOYO E.I.R.L;3.1501E+13;16815.6;Mar-20;20200929;20201028
20230822;1.50103E+12;RUC;2DE71355899327608851;ANGELES DE APOYO E.I.R.L.;3.1501E+13;16815.6;Mar-20;20200929;20201028
20230822;1.50103E+12;RUC;2DE71355899327608851;ANGELES DE APOYO E.I.R.L.;3.1501E+13;20655;Mar-20;20200929;20201028
20230822;1.50103E+12;RUC;2DE71355899327608851;ANGELES DE APOYO E.I.R.L.;3.1501E+13;16815.6;Mar-20;20200929;20201028
20230822;1.20107E+12;RUC;7E6D50F44BCE8BE338F2;APOLO EDITORES CORPORATIVOS S.A.C.;3.12011E+13;13962.2;Mar-20;20201007;20201028
